70700	0.0195312	0.003
70800	0.0146484	0.003
70900	0.00976562	0.003
71000	0.00488281	0.003
71100	0.00488281	0.003
71200	0.00488281	0.003
71300	0.00976562	0.003
71400	0.0195312	0.003
71500	0.0292969	0.003
71600	0.0390625	0.003
71700	0.0488281	0.003
71800	0.0634766	0.003
71900	0.0732422	0.003
72000	0.078125	0.003
72100	0.0830078	0.003
72200	0.0732422	0.003
72300	0.0634766	0.003
72400	0.0537109	0.003
72500	0.0341797	0.003
72600	0.0244141	0.003
72700	0.0146484	0.003
72800	0.00488281	0.003
72900	0.00488281	0.003
73000	0	        0.003
73100	0	        0.003
73200	0.00488281	0.003
73300	0	        0.003
73400	0.00488281	0.003
73500	0.00976562	0.003
73600	0.00976562	0.003
73700	0.0146484	0.003
73800	0.0244141	0.003
73900	0.0292969	0.003
74000	0.0390625	0.003
74100	0.0439453	0.003
74200	0.0439453	0.003
74300	0.0488281	0.003
74400	0.0488281	0.003
74500	0.0439453	0.003
74600	0.0390625	0.003
74700	0.0341797	0.003
74800	0.0292969	0.003
74900	0.0195312	0.003
75000	0.00976562	0.003
75100	0	        0.003
75200	0	        0.003
75300	0	        0.003
75400	0	        0.003
75500	0.00488281	0.003
75600	0.00488281	0.003
75700	0.0146484	0.003
75800	0.0146484	0.003
75900	0.0146484	0.003
76000	0.0146484	0.003
